,property_name,link,area,address
583,3 Bedroom House for sale in Sector 12A Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-12-a-gurgaon-1800-sq-ft-spid-F67903934,(167 sq.m.) Built-up Area,"Prem Nagar, Sector 12A Gurgaon, Gurgaon, Haryana"
584,6 Bedroom House for sale in Sector 1 Gurgaon,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-1-gurgaon-4500-sq-ft-spid-M67903926,(418 sq.m.) Built-up Area,"Gurugram ,palam Vihar , Hblock ... ..Opposite Nri Ansals Celebrity Homes ..., Sector 1 Gurgaon, Gurgaon, Haryana"
585,2 Bedroom House for sale in Sector 9 Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-9-gurgaon-900-sq-ft-spid-N67903908,(84 sq.m.) Built-up Area,"Sector 9, Sector 9 Gurgaon, Gurgaon, Haryana"
586,4 Bedroom House for sale in Sector 92 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sare-crescent-parc-royal-greens-phase-1-sector-92-gurgaon-1743-sq-ft-spid-I67903906,(162 sq.m.) Built-up Area,"Sec -92 Gurgaon, Sector 92 Gurgaon, Gurgaon, Haryana"
587,4 Bedroom House for sale in Sohna Gurgaon Road,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-2674-sq-ft-spid-R67903904,(248 sq.m.) Built-up Area,"Sohna Gurgaon Road, Sohna Gurgaon Road, Gurgaon, Haryana"
588,3 Bedroom House for sale in Vishnu Garden,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vishnu-garden-gurgaon-1000-sq-ft-spid-C67903878,(93 sq.m.) Built-up Area,"Vishnu Garden, Sector 105, Vishnu Garden, Gurgaon, Haryana"
589,4 Bedroom House for sale in Sector 1 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-1-gurgaon-1156-sq-ft-spid-A67903828,(107 sq.m.) Carpet Area,"975 Friends Colony, Sector 1 Gurgaon, Gurgaon, Haryana"
590,2 Bedroom House for sale in Ashok Vihar Phase 2,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-ashok-vihar-phase-2-gurgaon-500-sq-ft-spid-E67903812,(46 sq.m.) Built-up Area,"Ashok Vihar Phase 2, Delhi Gurgaon Expressway, Ashok Vihar Phase 2, Gurgaon, Haryana"
591,5 Bedroom House for sale in Ashok Vihar Phase 2,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ashok-vihar-phase-2-gurgaon-900-sq-ft-spid-X67903778,(84 sq.m.) Carpet Area,"35597., Ashok Vihar Phase 2, Gurgaon, Haryana"
592,1 Bedroom House for sale in Jyoti Park,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-jyoti-park-gurgaon-758-sq-ft-spid-F67903768,(70 sq.m.) Built-up Area,"Jyoti Park, Gali No 9, Gurgaon, Jyoti Park, Gurgaon, Haryana"
593,2 Bedroom House for sale in Sector 6 Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-6-gurgaon-1100-sq-ft-spid-F67900556,(102 sq.m.) Carpet Area,"Sector 6, Gurgaon, Haryana, India, Sector 6 Gurgaon, Gurgaon, Haryana"
594,6 Bedroom House for sale in DLF Phase 2,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-2-gurgaon-2844-sq-ft-spid-R67662264,(264 sq.m.) Plot Area,"DLF Phase 2, Gurgaon, Haryana"
595,2 Bedroom House for sale in Dharam Colony Block E,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-900-sq-ft-r1-spid-T65452900,(84 sq.m.) Built-up Area,"Dharam Colony Block E, Gurgaon, Haryana"
596,2 Bedroom House for sale in Subhash Nagar,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-subhash-nagar-gurgaon-1494-sq-ft-spid-Y67853988,(139 sq.m.) Plot Area,"267/7 Subhash Nagar Gurgaon, Subhash Nagar, Gurgaon, Haryana"
597,5 Bedroom House for sale in ravi nager basai road,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-3025-sq-ft-r3-spid-O51825884,(281 sq.m.) Plot Area,"ravi nager basai road, Gurgaon, Haryana"
598,4 Bedroom House for sale in Begampur Khatola,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-begampur-khatola-gurgaon-2000-sq-ft-r1-spid-V65293940,(186 sq.m.) Carpet Area,"Begampur Khatola, Gurgaon, Haryana, India, Begampur Khatola, Gurgaon, Haryana"
599,4 Bedroom House for sale in Dhankot,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dhankot-gurgaon-720-sq-ft-r2-spid-U54572808,(67 sq.m.) Plot Area,"Dhankot, Gurgaon, Haryana"
600,10 Bedroom House for sale in Shivpuri,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-shivpuri-gurgaon-2700-sq-ft-r3-spid-K52034546,(251 sq.m.) Plot Area,"141/9, Shivpuri, Gurgaon, Haryana"
601,1 Bedroom House for sale in C Block Sushant Lok Phase 1,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-c-block-sushant-lok-phase-1-gurgaon-1242-sq-ft-r1-spid-T64714338,(115 sq.m.) Plot Area,"C Block Sushant Lok Phase 1, Gurgaon, Haryana"
602,3 Bedroom House for sale in Nirvana Country,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-2160-sq-ft-r1-spid-K65241020,(201 sq.m.) Built-up Area,"Nirvana Country, Gurgaon, Haryana"
603,1 Bedroom House for sale in Sector 41 Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-41-gurgaon-1200-sq-ft-spid-W67786326,(111 sq.m.) Built-up Area,"South City I, Sector 41, Gurgaon, Sector 41 Gurgaon, Gurgaon, Haryana"
604,1 Bedroom House for sale in Sector 3A Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-3-a-gurgaon-1000-sq-ft-spid-Q67785990,(93 sq.m.) Built-up Area,"Laxman Vihar, Sector 3a, Gurgaon, Sector 3A Gurgaon, Gurgaon, Haryana"
605,4 Bedroom House for sale in Shivpuri,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-shivpuri-gurgaon-3105-sq-ft-spid-A67774052,(152 sq.m.) Plot Area,"139/9, Shivpuri, Gurgaon, Haryana"
606,1 Bedroom House for sale in Sector 3 Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-3-gurgaon-3800-sq-ft-spid-Z67766806,(353 sq.m.) Built-up Area,"Gold Golf Links, Sector 3, Sohna, Gurgaon, Sector 3 Gurgaon, Gurgaon, Haryana"
607,1 Bedroom House for sale in Sector 110 Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-110-gurgaon-500-sq-ft-spid-T67766782,(46 sq.m.) Built-up Area,"Nihali Colony, Sector 110, Gurgaon, Sector 110 Gurgaon, Gurgaon, Haryana"
608,6 Bedroom House for sale in Sector 6 Gurgaon,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-6-gurgaon-713-sq-ft-r1-spid-S65481788,(66 sq.m.) Plot Area,"Sector 6 Gurgaon, Gurgaon, Haryana"
609,1 Bedroom House for sale in Sector 3A Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-3-a-gurgaon-750-sq-ft-spid-P67750524,(70 sq.m.) Built-up Area,"80 Gaj Indipendent House In Laxman Vihar, Laxman Vihar, Sector 3a, Gurgaon, Sector 3A Gurgaon, Gurgaon, Haryana"
610,4 Bedroom House for sale in Gandhi Nagar,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-gandhi-nagar-gurgaon-864-sq-ft-r1-spid-A55466486,(80 sq.m.) Plot Area,"620/22, Gandhi Nagar, Gurgaon, Haryana"
611,3 Bedroom House for sale in Sohna Road,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sohna-road-gurgaon-9000-sq-ft-spid-C67726794,(836 sq.m.) Plot Area,"Sohna Road, Gurgaon, Haryana"
612,4 Bedroom House for sale in Jacobpura,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-jacobpura-gurgaon-846-sq-ft-spid-J67709074,(79 sq.m.) Plot Area,"Jacobpura, Sector 12, Gurgaon, Jacobpura, Gurgaon, Haryana"
613,2 Bedroom House for sale in Sohna Road,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sohna-road-gurgaon-1150-sq-ft-r4-spid-S57177304,(107 sq.m.) Plot Area,"Sohna Road, Gurgaon, Haryana"
614,10 Bedroom House for sale in Rajiv Chowk,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-hans-enclave-rajiv-chowk-gurgaon-1890-sq-ft-r2-spid-B59178622,(176 sq.m.) Built-up Area,"Rajiv Chowk, Gurgaon, Haryana"
615,1 Bedroom House for sale in devi lal colony gali no 12 gurgaon nr omkar public school,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-394-sq-ft-r2-spid-P62769714,(37 sq.m.) Plot Area,"devi lal colony gali no 12 gurgaon nr omkar public school, Gurgaon, Haryana"
616,5 Bedroom House for sale in Sector 86 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ss-omnia-sector-86-gurgaon-50-sq-ft-r1-spid-Y62955100,(5 sq.m.) Plot Area,"Sector 86 Gurgaon, Gurgaon, Haryana"
617,3 Bedroom House for sale in Sector 36 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-36-gurgaon-1081-sq-ft-spid-G67502202,(100 sq.m.) Built-up Area,"Sector 36, Gurgaon, Sector 36 Gurgaon, Gurgaon, Haryana"
618,10 Bedroom House for sale in Sector 11 Gurgaon,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-sector-11-gurgaon-2250-sq-ft-spid-G67482600,(209 sq.m.) Built-up Area,"Shivaji Nagar, Sector 11, Gurgaon, Sector 11 Gurgaon, Gurgaon, Haryana"
619,5 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-gurgaon-1350-sq-ft-r1-spid-V64373068,(125 sq.m.) Plot Area,"DLF Phase 1, Gurgaon, Haryana"
620,1 Bedroom House for sale in Sector 37D Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-37-d-gurgaon-1535-sq-ft-spid-I67433976,(143 sq.m.) Built-up Area,"Signature Global City , Sector 37d, Gurgaon, Sector 37D Gurgaon, Gurgaon, Haryana"
621,3 Bedroom House for sale in Ashok Vihar,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ashok-vihar-gurgaon-3500-sq-ft-r3-spid-F45310333,(84 sq.m.) Plot Area,"Phase 3 Extn., Ashok Vihar, Gurgaon, Haryana"
622,2 Bedroom House for sale in Sector 76 Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-suncity-avenue-76-sector-76-gurgaon-745-sq-ft-spid-M67402042,(69 sq.m.) Plot Area,"Sector 76 Gurgaon, Gurgaon, Haryana"
623,1 Bedroom House for sale in Alipur,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-alipur-gurgaon-788-sq-ft-spid-L67226922,(73 sq.m.) Carpet Area,"Alipur Village, Sohna Road, Gurgaon, Haryana, India (122102), Alipur, Gurgaon, Haryana"
624,7 Bedroom House for sale in Sector 5 Gurgaon,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sheetla-enclave-sector-5-gurgaon-945-sq-ft-r1-spid-C65281436,(88 sq.m.) Plot Area,"House No 8, Sector 5 Gurgaon, Gurgaon, Haryana"
625,5 Bedroom House for sale in Sohna Road,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sohna-road-gurgaon-1350-sq-ft-r1-spid-I64937710,(125 sq.m.) Plot Area,"Sohna Road, Gurgaon, Haryana"
626,2 Bedroom House for sale in Laxman Vihar,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-not-applicable-laxman-vihar-gurgaon-500-sq-ft-r2-spid-W62605348,(46 sq.m.) Plot Area,"1743, Laxman Vihar, Gurgaon, Haryana"
627,8 Bedroom House for sale in DLF Phase 3,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-3-gurgaon-5000-sq-ft-r1-spid-Y787895,(354 sq.m.) Plot Area,"Dlf -3, DLF Phase 3, Gurgaon, Haryana"
628,9 Bedroom House for sale in Sector 60 Gurgaon,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-adani-brahma-samsara-sector-60-gurgaon-6390-sq-ft-spid-Y67109428,(594 sq.m.) Built-up Area,"Sector 60 Gurgaon, Gurgaon, Haryana"
629,2 Bedroom House for sale in Sector 36 Sohna,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-36-sohna-gurgaon-823-sq-ft-spid-V67079234,(76 sq.m.) Built-up Area,"Signature Global Park Iii, Sector 36 Sohna, Gurgaon, Sector 36 Sohna, Gurgaon, Haryana"
630,1 Bedroom House for sale in Sector 14 Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-14-gurgaon-2250-sq-ft-spid-R67079230,(209 sq.m.) Built-up Area,"Sector 14, Gurgaon, Sector 14 Gurgaon, Gurgaon, Haryana"
631,5 Bedroom House for sale in DLF Phase 3,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-3-gurgaon-5000-sq-ft-spid-K67005526,(465 sq.m.) Built-up Area,"V Block, DLF Phase 3, Gurgaon, Haryana"
632,3 Bedroom House for sale in Sushant Lok Phase 1,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-1-gurgaon-540-sq-ft-spid-B67000852,(50 sq.m.) Plot Area,"C Block, Sushant Lok I, Gurgaon, Sushant Lok Phase 1, Gurgaon, Haryana"
633,3 Bedroom House for sale in Sector 63 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-63-gurgaon-2385-sq-ft-spid-T66815322,(222 sq.m.) Built-up Area,"Signature Global City 63a, Sector 63, Gurgaon, Sector 63 Gurgaon, Gurgaon, Haryana"
634,5 Bedroom House for sale in Shivaji Nagar,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-shivaji-nagar-gurgaon-1850-sq-ft-spid-R66718122,(130 sq.m.) Plot Area,"Shivaji Nagar, Gurgaon, Haryana"
635,2 Bedroom House for sale in Daulatabad,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-daulatabad-gurgaon-1000-sq-ft-spid-U66691720,(93 sq.m.) Built-up Area,"Daulatabad, Gurgaon, Haryana"
636,5 Bedroom House for sale in Dwarka Expressway Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dwarka-expressway-gurgaon-600-sq-ft-spid-T66532438,(56 sq.m.) Plot Area,"Dwarka Expressway Gurgaon, Gurgaon, Haryana"
637,9 Bedroom House for sale in Sector 54 Gurgaon,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-suncity-township-sector-54-gurgaon-645-sq-ft-r2-spid-C56088028,(60 sq.m.) Plot Area,0
638,1 Bedroom House for sale in Palam Vihar Extension,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-extension-gurgaon-900-sq-ft-spid-D66469458,(84 sq.m.) Built-up Area,"Om Vihar, Palam Vihar Extension, Gurgaon, Palam Vihar Extension, Gurgaon, Haryana"
639,5 Bedroom House for sale in New Colony,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-new-colony-gurgaon-477-sq-ft-r2-spid-S59673018,(44 sq.m.) Plot Area,"394/1/11, New Colony, Gurgaon, Haryana"
640,1 Bedroom House for sale in Sector 69 Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-69-gurgaon-763-sq-ft-spid-B66454802,(71 sq.m.) Built-up Area,"Sector 69, Gurgaon, Sector 69 Gurgaon, Gurgaon, Haryana"
641,3 Bedroom House for sale in Golf Course Road,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-golf-course-road-gurgaon-100-sq-ft-spid-G66408912,(9 sq.m.) Plot Area,"Golf Course Road, Gurgaon, Haryana"
642,1 Bedroom House for sale in Sector 81 Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-81-gurgaon-1095-sq-ft-spid-Z66401012,(102 sq.m.) Built-up Area,"Sg City 81, Sector 81, Gurgaon, Sector 81 Gurgaon, Gurgaon, Haryana"
643,1 Bedroom House for sale in Sector 108 Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-108-gurgaon-2680-sq-ft-spid-K66384020,(249 sq.m.) Built-up Area,"Sector 108, Gurgaon, Sector 108 Gurgaon, Gurgaon, Haryana"
644,5 Bedroom House for sale in Jacobpura,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-jacobpura-gurgaon-2000-sq-ft-r1-spid-Z62601748,(186 sq.m.) Built-up Area,"Jacobpura, Gurgaon, Haryana"
645,1 Bedroom House for sale in Sector 39 Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-450-sq-ft-spid-R66303342,(42 sq.m.) Built-up Area,"Jharsa Village, Sector 39, Gurgaon, Sector 39 Gurgaon, Gurgaon, Haryana"
646,2 Bedroom House for sale in Rajendra Park,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-rajendra-park-gurgaon-2000-sq-ft-spid-J66250436,(186 sq.m.) Built-up Area,"Mahalaxmi Garden Part-1, Rajendera Park, Sector 105, Gurgaon, Rajendra Park, Gurgaon, Haryana"
647,7 Bedroom House for sale in Ashok Vihar Phase 3 Extension,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-ashok-vihar-phase-3-extension-gurgaon-450-sq-ft-spid-U66225946,(42 sq.m.) Plot Area,"House No.183, Street Number 7, Ashok Vihar Phase 3 Extension, Gurgaon, Haryana"
648,1 Bedroom House for sale in Sushant Lok Phase 1,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-1-gurgaon-1650-sq-ft-spid-P66222668,(153 sq.m.) Built-up Area,"Block B, Sushant Lok I, Gurgaon, Sushant Lok Phase 1, Gurgaon, Haryana"
649,8 Bedroom House for sale in C Block Sushant Lok Phase 1,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-ansal-c-block-sushant-lok-phase-1-gurgaon-60-sq-ft-r2-spid-R56246772,(6 sq.m.) Plot Area,"C Block Sushant Lok Phase 1, Gurgaon, Haryana"
650,4 Bedroom House for sale in Saraswati Enclave,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-saraswati-enclave-gurgaon-540-sq-ft-spid-X66092204,(50 sq.m.) Plot Area,"Saraswati Enclave, Gurgaon, Haryana"
651,2 Bedroom House for sale in Sec 3 Bhim Vihar Part 1 Bhimgher Kheri,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-1200-sq-ft-r3-spid-P51773032,(51 sq.m.) Plot Area,"Gali No 1, Sec 3 Bhim Vihar Part 1 Bhimgher Kheri, Gurgaon, Haryana"
652,5 Bedroom House for sale in Near euro international School,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-549-sq-ft-r2-spid-P53845960,(84 sq.m.) Plot Area,"Near euro international School, Gurgaon, Haryana"
653,6 Bedroom House for sale in West Rajiv Nagar,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-west-rajiv-nagar-gurgaon-630-sq-ft-r2-spid-J56881848,(59 sq.m.) Plot Area,"West Rajiv Nagar, Gurgaon, Haryana"
654,5 Bedroom House for sale in Sector 3 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-3-gurgaon-981-sq-ft-r3-spid-J55756986,(91 sq.m.) Plot Area,"Sector 3 Gurgaon, Gurgaon, Haryana"
655,2 Bedroom House for sale in Bhimgarh Kheri Phase 3,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-1000-sq-ft-r1-spid-X51974882,(51 sq.m.) Plot Area,"Bhimgarh Kheri Phase 3, Gurgaon, Haryana, India, Bhimgarh Kheri Phase 3, Gurgaon, Haryana"
656,4 Bedroom House for sale in DLF Phase 3,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-3-gurgaon-1080-sq-ft-r1-spid-Y61487770,(100 sq.m.) Plot Area,"DLF Phase 3, Gurgaon, Haryana"
657,5 Bedroom House for sale in Mianwali Colony,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-mianwali-colony-gurgaon-1350-sq-ft-spid-P65742804,(125 sq.m.) Built-up Area,"Mianwali Colony, Near Bus Stand, Gurgaon, Haryana - 122001, Mianwali Colony, Gurgaon, Haryana"
658,19 Bedroom House for sale in Sector 17A Gurgaon,https://www.99acres.com/19-bhk-bedroom-independent-house-villa-for-sale-in-sector-17-a-gurgaon-7500-sq-ft-spid-B65708738,(151 sq.m.) Plot Area,"690, Sector 17A Gurgaon, Gurgaon, Haryana"
659,3 Bedroom House for sale in HUDA Saraswati Vihar,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-45-sq-ft-spid-Q65582540,(4 sq.m.) Plot Area,"HUDA Saraswati Vihar, Gurgaon, Haryana"
660,3 Bedroom House for sale in Acharya Puri,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-acharya-puri-gurgaon-2250-sq-ft-r1-spid-H51670360,(217 sq.m.) Plot Area,"Acharya Puri, Gurgaon, Haryana"
661,3 Bedroom House for sale in Sector 33 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-33-gurgaon-900-sq-ft-spid-J65398898,(84 sq.m.) Plot Area,"Sector 33 Gurgaon, Gurgaon, Haryana"
662,11 Bedroom House for sale in Rajiv Chowk,https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-hans-enclave-rajiv-chowk-gurgaon-1890-sq-ft-r2-spid-L59157048,(184 sq.m.) Plot Area,"Hno 14 B Masjid Wali Gali, Rajiv Chowk, Gurgaon, Haryana"
663,5 Bedroom House for sale in Sector 15 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-15-part-2-rwa-sector-15-gurgaon-4518-sq-ft-spid-Z65087414,(420 sq.m.) Plot Area,"Sector 15 Gurgaon, Gurgaon, Haryana"
664,5 Bedroom House for sale in DLF Phase 3,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-3-gurgaon-1080-sq-ft-r2-spid-F59524312,(100 sq.m.) Plot Area,"DLF Phase 3, Gurgaon, Haryana"
665,2 Bedroom House for sale in Laxman Vihar,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-gurgaon-806-sq-ft-r1-spid-J62553070,(75 sq.m.) Built-up Area,"Laxman Vihar, Gurgaon, Haryana"
666,3 Bedroom House for sale in New Colony,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-new-colony-gurgaon-4320-sq-ft-r6-spid-V39950201,(401 sq.m.) Plot Area,"New Colony, Gurgaon, Haryana"
667,2 Bedroom House for sale in DLF Phase 4,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-4-gurgaon-1450-sq-ft-r2-spid-K59418562,(50 sq.m.) Plot Area,"DLF Phase 4, Gurgaon, Haryana"
668,4 Bedroom House for sale in Madanpuri,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-madanpuri-gurgaon-1800-sq-ft-spid-B64214338,(167 sq.m.) Carpet Area,"Madanpuri, Gurgaon, Haryana"
669,3 Bedroom House for sale in Dharam Colony,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dharam-colony-gurgaon-1160-sq-ft-r2-spid-T53379380,(108 sq.m.) Plot Area,"Dharam Colony, Gurgaon, Haryana"
670,2 Bedroom House for sale in Sector 8 Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-8-gurgaon-585-sq-ft-spid-W64166806,(54 sq.m.) Plot Area,"191/13 Manohar Nagar Near Navjeevan Hospital., Sector 8 Gurgaon, Gurgaon, Haryana"
671,5 Bedroom House for sale in Sector 53 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-53-gurgaon-2250-sq-ft-r5-spid-H47319641,(209 sq.m.) Plot Area,"Near Paras Hospital, Sushant Lok Phase 1, E-Block, Backside Of Sai Temple, Sector 53 Gurgaon, Gurgaon, Haryana"
672,6 Bedroom House for sale in Sector 50 Gurgaon,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-50-gurgaon-3078-sq-ft-spid-Y64066178,(286 sq.m.) Plot Area,"Sector 50 Gurgaon, Gurgaon, Haryana"
673,7 Bedroom House for sale in DLF Phase 3,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-3-gurgaon-540-sq-ft-r2-spid-I59218166,(50 sq.m.) Plot Area,"21 By 24, DLF Phase 3, Gurgaon, Haryana"
674,8 Bedroom House for sale in DLF Phase 3,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-phase-3-dlf-city-phase-3-gurgaon-540-sq-ft-r1-spid-N61562702,(50 sq.m.) Plot Area,"21/24, DLF Phase 3, Gurgaon, Haryana"
675,7 Bedroom House for sale in Mianwali Colony,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-mianwali-colony-gurgaon-2700-sq-ft-r5-spid-B57324894,(251 sq.m.) Plot Area,"Mianwali Colony, Gurgaon, Haryana"
676,6 Bedroom House for sale in Palam Vihar Extension,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-extension-west-zone-rwa-palam-vihar-extension-gurgaon-900-sq-ft-r1-spid-V56308494,(84 sq.m.) Plot Area,"Palam Vihar Extension, Gurgaon, Haryana"
677,2 Bedroom House for sale in Sector 39 Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-900-sq-ft-r1-spid-Q61732666,(84 sq.m.) Plot Area,"000, Sector 39 Gurgaon, Gurgaon, Haryana"
678,3 Bedroom House for sale in Sohna Road,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sohna-road-gurgaon-1000-sq-ft-r1-spid-D57191838,(93 sq.m.) Plot Area,"Sohna Road, Gurgaon, Haryana"
679,5 Bedroom House for sale in Uppals Southend,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ss-aaron-ville-uppals-southend-gurgaon-3420-sq-ft-spid-F62649750,(318 sq.m.) Plot Area,"Uppals Southend, Gurgaon, Haryana"
