,property_name,link,area,address
93,4 Bedroom House for sale in Sector 23 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-23-gurgaon-3078-sq-ft-spid-P69758754,(286 sq.m.) Plot Area,"Sector 23 Gurgaon, Gurgaon, Haryana"
94,5 Bedroom House for sale in Sector 66 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-6520-sq-ft-npspid-K69761622,(606 sq.m.) Built-up Area,"Sector 66 Gurgaon, Gurgaon, Haryana"
95,4 Bedroom House for sale in Sector 66 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-5605-sq-ft-npspid-G69761620,(521 sq.m.) Built-up Area,"Sector 66 Gurgaon, Gurgaon, Haryana"
96,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-3500-sq-ft-npspid-T69934814,(325 sq.m.) Built-up Area,"Sector 109 Gurgaon, Gurgaon, Haryana"
97,3 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-3153-sq-ft-npspid-C69934808,(293 sq.m.) Built-up Area,"Sector 109 Gurgaon, Gurgaon, Haryana"
98,4 Bedroom House for sale in Sector 23 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-all-punjabi-welfare-association-sector-23-gurgaon-1500-sq-ft-to-3000-sq-ft-npspid-I69626982,(139-279 sq.m.) Built-up Area,"Sector 23 Gurgaon, Gurgaon, Haryana"
99,4 Bedroom House for sale in Sector 72 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-tata-primanti-sector-72-gurgaon-7000-sq-ft-to-8500-sq-ft-npspid-T69705270,(650-790 sq.m.) Built-up Area,"Sector 72 Gurgaon, Gurgaon, Haryana"
100,4 Bedroom House for sale in Sector 112 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-experion-windchants-sector-112-gurgaon-6350-sq-ft-to-7400-sq-ft-npspid-P70075208,(590-687 sq.m.) Built-up Area,"Sector 112 Gurgaon, Gurgaon, Haryana"
101,5 Bedroom House for sale in Sector 63A Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-anant-raj-estates-sector-63-a-gurgaon-2700-sq-ft-to-7582-sq-ft-npspid-L70001494,(251-704 sq.m.) Built-up Area,"Sector 63A Gurgaon, Gurgaon, Haryana"
102,3 Bedroom House for sale in Sector 63A Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-anant-raj-estates-sector-63-a-gurgaon-2268-sq-ft-npspid-W70001488,(211 sq.m.) Built-up Area,"Sector 63A Gurgaon, Gurgaon, Haryana"
103,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-2430-sq-ft-spid-D68134820,(226 sq.m.) Plot Area,"Sector 109 Gurgaon, Gurgaon, Haryana"
104,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-5400-sq-ft-spid-B68531796,(502 sq.m.) Plot Area,"Sector 109 Gurgaon, Gurgaon, Haryana"
105,4 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-4000-sq-ft-to-4750-sq-ft-npspid-U70088438,(372-441 sq.m.) Built-up Area,"Sector 48 Gurgaon, Gurgaon, Haryana"
106,3 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3000-sq-ft-npspid-I70088424,(279 sq.m.) Built-up Area,"Sector 48 Gurgaon, Gurgaon, Haryana"
107,5 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-6150-sq-ft-to-7650-sq-ft-npspid-E69649052,(571-711 sq.m.) Built-up Area,"Sector 48 Gurgaon, Gurgaon, Haryana"
108,4 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-4000-sq-ft-to-4750-sq-ft-npspid-S69649048,(372-441 sq.m.) Built-up Area,"Sector 48 Gurgaon, Gurgaon, Haryana"
109,3 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3000-sq-ft-npspid-V69649044,(279 sq.m.) Built-up Area,"Sector 48 Gurgaon, Gurgaon, Haryana"
110,3 Bedroom House for sale in Sector 73 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dlf-alameda-sector-73-gurgaon-5843-sq-ft-npspid-Y70075228,(543 sq.m.) Built-up Area,"Sector 73 Gurgaon, Gurgaon, Haryana"
111,5 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-eldeco-mansionz-sector-48-gurgaon-3150-sq-ft-to-4100-sq-ft-npspid-F70024520,(293-381 sq.m.) Built-up Area,"Sector 48 Gurgaon, Gurgaon, Haryana"
112,4 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-eldeco-mansionz-sector-48-gurgaon-2225-sq-ft-npspid-Z70024518,(207 sq.m.) Built-up Area,"Sector 48 Gurgaon, Gurgaon, Haryana"
113,3 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-eldeco-mansionz-sector-48-gurgaon-3240-sq-ft-npspid-Y70024514,(301 sq.m.) Built-up Area,"Sector 48 Gurgaon, Gurgaon, Haryana"
114,4 Bedroom House for sale in Sector 66 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-2403-sq-ft-r1-spid-T68077742,(223 sq.m.) Built-up Area,"Sector 66 Gurgaon, Gurgaon, Haryana"
115,5 Bedroom House for sale in Sector 66 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-6520-sq-ft-to-8120-sq-ft-npspid-D70165930,(606-754 sq.m.) Built-up Area,"Sector 66 Gurgaon, Gurgaon, Haryana"
116,4 Bedroom House for sale in Sector 66 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-5605-sq-ft-npspid-O70165928,(521 sq.m.) Built-up Area,"Sector 66 Gurgaon, Gurgaon, Haryana"
117,4 Bedroom House for sale in Sector 65 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-emerald-hills-sector-65-gurgaon-1975-sq-ft-npspid-J69726060,(183 sq.m.) Built-up Area,"Sector 65 Gurgaon, Gurgaon, Haryana"
118,4 Bedroom House for sale in Sector-33 Sohna,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-3700-sq-ft-npspid-S69726054,(344 sq.m.) Built-up Area,"Sector-33 Sohna, Gurgaon, Haryana"
119,3 Bedroom House for sale in Sector 4 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-2250-sq-ft-r3-spid-J65967930,(209 sq.m.) Plot Area,"Sector 4 Gurgaon, Gurgaon, Haryana"
120,3 Bedroom House for sale in Sector 4 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-4950-sq-ft-r3-spid-N65960546,(460 sq.m.) Plot Area,"Sector 4 Gurgaon, Gurgaon, Haryana"
121,4 Bedroom House for sale in Nirvana Country,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-4000-sq-ft-spid-P69636830,(251 sq.m.) Plot Area,"Espace Nirvana Country Gurgaon, Nirvana Country, Gurgaon, Haryana"
122,5 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-8775-sq-ft-spid-Q69047570,(815 sq.m.) Plot Area,"2023, Sector 48 Gurgaon, Gurgaon, Haryana"
123,5 Bedroom House for sale in Sector 111 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-7000-sq-ft-npspid-V69909776,(650 sq.m.) Built-up Area,"Sector 111 Gurgaon, Gurgaon, Haryana"
124,5 Bedroom House for sale in Sector 111 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-7000-sq-ft-npspid-L69894396,(650 sq.m.) Built-up Area,"Sector 111 Gurgaon, Gurgaon, Haryana"
125,5 Bedroom House for sale in Sector 82 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-82-gurgaon-3240-sq-ft-spid-N69979536,(301 sq.m.) Plot Area,"Sector 82 Gurgaon, Gurgaon, Haryana"
126,3 Bedroom House for sale in Laxman Vihar Phase 2,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-783-sq-ft-spid-C69834964,(73 sq.m.) Plot Area,"Laxman Vihar Phase 2, Gurgaon, Haryana"
127,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-4800-sq-ft-spid-F69558114,(25 sq.m.) Plot Area,"Sector 109 Gurgaon, Gurgaon, Haryana"
128,3 Bedroom House for sale in Sector 73 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dlf-alameda-sector-73-gurgaon-5844-sq-ft-npspid-S70027318,(543 sq.m.) Built-up Area,"Sector 73 Gurgaon, Gurgaon, Haryana"
129,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-5400-sq-ft-spid-N69283292,(502 sq.m.) Plot Area,"1231231, Sector 109 Gurgaon, Gurgaon, Haryana"
130,3 Bedroom House for sale in Sector 9 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-9-gurgaon-2367-sq-ft-spid-H70047328,(220 sq.m.) Plot Area,"Sector 9 Gurgaon, Gurgaon, Haryana"
131,12 Bedroom House for sale in Sector 56 Gurgaon,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-sector-56-gurgaon-2736-sq-ft-spid-W69591182,(254 sq.m.) Plot Area,"232, Sector 56 Gurgaon, Gurgaon, Haryana"
132,4 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3195-sq-ft-spid-L68774854,(297 sq.m.) Plot Area,"2023, Sector 48 Gurgaon, Gurgaon, Haryana"
133,4 Bedroom House for sale in Sector 82 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-82-gurgaon-3240-sq-ft-spid-H69959306,(301 sq.m.) Plot Area,"Sector 82 Gurgaon, Gurgaon, Haryana"
134,2 Bedroom House for sale in New Colony,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-new-colony-gurgaon-1080-sq-ft-r1-spid-E69235294,(100 sq.m.) Plot Area,"New Colony, Gurgaon, Haryana"
135,4 Bedroom House for sale in Sector 7 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-2628-sq-ft-r3-spid-K66386668,(244 sq.m.) Plot Area,"Sector 7 Gurgaon, Gurgaon, Haryana"
136,2 Bedroom House for sale in Sector 7 Gurgaon,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-1440-sq-ft-r2-spid-P66687786,(134 sq.m.) Plot Area,"Sector 7 Gurgaon, Gurgaon, Haryana"
137,3 Bedroom House for sale in Sector 7 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-2250-sq-ft-r4-spid-X64829024,(209 sq.m.) Plot Area,"Sector 7 Gurgaon, Gurgaon, Haryana"
138,3 Bedroom House for sale in Sector 7 Gurgaon,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-1440-sq-ft-r2-spid-U67242684,(134 sq.m.) Plot Area,"Sector 7 Gurgaon, Gurgaon, Haryana"
139,4 Bedroom House for sale in Nirvana Country,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-3400-sq-ft-spid-A68809650,(223 sq.m.) Plot Area,"Nirvana Country, Gurgaon, Haryana"
140,4 Bedroom House for sale in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-4000-sq-ft-spid-M69102772,(372 sq.m.) Plot Area,"003, Sector 48 Gurgaon, Gurgaon, Haryana"
141,4 Bedroom House for sale in Sector 66 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-2403-sq-ft-spid-Q69453972,(209 sq.m.) Plot Area,"Sector 66 Gurgaon, Gurgaon, Haryana"
142,5 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-4500-sq-ft-spid-I69923532,(418 sq.m.) Plot Area,"252, Sector 109 Gurgaon, Gurgaon, Haryana"
143,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-5400-sq-ft-spid-P70106010,(502 sq.m.) Plot Area,"128, Sector 109 Gurgaon, Gurgaon, Haryana"
144,7 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-3600-sq-ft-spid-O69923352,(334 sq.m.) Plot Area,"332, Sector 109 Gurgaon, Gurgaon, Haryana"
145,5 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-5400-sq-ft-spid-G69900346,(502 sq.m.) Plot Area,"141, Sector 109 Gurgaon, Gurgaon, Haryana"
146,5 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-2430-sq-ft-spid-V69923042,(226 sq.m.) Plot Area,"335, Sector 109 Gurgaon, Gurgaon, Haryana"
147,5 Bedroom House for sale in Sector 56 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-56-gurgaon-1449-sq-ft-spid-H69129272,(135 sq.m.) Plot Area,"265, Sector 56 Gurgaon, Gurgaon, Haryana"
148,5 Bedroom House for sale in Sector 17C Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-17c-gurgaon-1728-sq-ft-spid-U69943202,(161 sq.m.) Plot Area,"Plot, Sector 17C Gurgaon, Gurgaon, Haryana"
149,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-2430-sq-ft-spid-K69122484,(226 sq.m.) Plot Area,"N/a, Sector 109 Gurgaon, Gurgaon, Haryana"
150,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-2214-sq-ft-spid-J69123006,(206 sq.m.) Plot Area,"N/a, Sector 109 Gurgaon, Gurgaon, Haryana"
151,4 Bedroom House for sale in Sector 70A Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bptp-visionnaire-sector-70-a-gurgaon-6000-sq-ft-spid-P69956744,(557 sq.m.) Plot Area,"B 181, Sector 70A Gurgaon, Gurgaon, Haryana"
152,4 Bedroom House for sale in Sector 70A Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bptp-visionnaire-sector-70-a-gurgaon-6000-sq-ft-r8-spid-G58279888,(557 sq.m.) Built-up Area,"Sector 70A Gurgaon, Gurgaon, Haryana"
153,6 Bedroom House for sale in DLF Phase 2,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-2-gurgaon-1800-sq-ft-spid-S69218322,(167 sq.m.) Plot Area,"K-Block, DLF Phase 2, Gurgaon, Haryana"
154,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-7000-sq-ft-spid-R70071386,(650 sq.m.) Built-up Area,"Hn Number, Sector 109 Gurgaon, Gurgaon, Haryana"
155,5 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-7000-sq-ft-spid-T69969484,(743 sq.m.) Plot Area,"H No, Sector 109 Gurgaon, Gurgaon, Haryana"
156,3 Bedroom House for sale in Rajendra Park,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rajendra-park-gurgaon-720-sq-ft-spid-Q69876148,(67 sq.m.) Plot Area,"Rajendra Park, Gurgaon, Haryana"
157,3 Bedroom House for sale in Laxman Vihar Phase 2,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-1350-sq-ft-spid-L69937380,(125 sq.m.) Plot Area,"Laxman Vihar Phase 2, Gurgaon, Haryana"
158,3 Bedroom House for sale in Laxman Vihar Phase 2,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-13500-sq-ft-spid-A69936182,(1254 sq.m.) Plot Area,"Laxman Vihar Phase 2, Gurgaon, Haryana"
159,2 Bedroom House for sale in Laxman Vihar Phase 2,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-67-sq-ft-spid-L69410538,(6 sq.m.) Plot Area,"Laxman Vihar Phase 2, Gurgaon, Haryana"
160,1 Bedroom House for sale in Laxman Vihar Phase 2,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-70-sq-ft-spid-A69481490,(7 sq.m.) Plot Area,"Laxman Vihar Phase 2, Gurgaon, Haryana"
161,2 Bedroom House for sale in Laxman Vihar Phase 2,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-61-sq-ft-spid-B69408974,(6 sq.m.) Plot Area,"Laxman Vihar Phase 2, Gurgaon, Haryana"
162,3 Bedroom House for sale in Laxman Vihar Phase 2,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-76-sq-ft-spid-Y69410258,(7 sq.m.) Plot Area,"Laxman Vihar Phase 2, Gurgaon, Haryana"
163,6 Bedroom House for sale in Sushant Lok Phase 1,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ansal-sushant-lok-plots-sushant-lok-phase-1-gurgaon-1935-sq-ft-spid-J69624624,(180 sq.m.) Plot Area,"Sushant Lok Phase 1, Gurgaon, Haryana"
164,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-2430-sq-ft-spid-X69122618,(226 sq.m.) Plot Area,"N/a, Sector 109 Gurgaon, Gurgaon, Haryana"
165,9 Bedroom House for sale in Sector 57 Gurgaon,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-23940-sq-ft-spid-H69450602,(2592 sq.m.) Plot Area,"26.........., Sector 57 Gurgaon, Gurgaon, Haryana"
166,18 Bedroom House for sale in Sector 55 Gurgaon,https://www.99acres.com/18-bhk-bedroom-independent-house-villa-for-sale-in-sector-55-gurgaon-1503-sq-ft-spid-H69788864,(140 sq.m.) Plot Area,"A1/29, Sector 55 Gurgaon, Gurgaon, Haryana"
167,16 Bedroom House for sale in Shivaji Nagar,https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-shivaji-nagar-gurgaon-1800-sq-ft-spid-O69704978,(167 sq.m.) Plot Area,"1111, Shivaji Nagar, Gurgaon, Haryana"
168,4 Bedroom House for sale in Sector 31 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-31-gurgaon-1557-sq-ft-spid-B69208946,(145 sq.m.) Plot Area,"Sector 31 Gurgaon, Gurgaon, Haryana"
169,7 Bedroom House for sale in Sushant Lok Phase 1,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-1-gurgaon-963-sq-ft-spid-E69112942,(89 sq.m.) Plot Area,"Sushant Lok Phase 1, Gurgaon, Haryana"
170,1 Bedroom House for sale in Sushant Lok Phase 1,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-1-gurgaon-1935-sq-ft-spid-D69146272,(180 sq.m.) Plot Area,"Sushant Lok Phase 1, Gurgaon, Haryana"
171,4 Bedroom House for sale in Nirvana Country,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-deerwood-chase-nirvana-country-gurgaon-4500-sq-ft-spid-M69448868,(418 sq.m.) Plot Area,"Jf 67, Nirvana Country, Gurgaon, Haryana"
172,3 Bedroom House for sale in Nirvana Country,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-unitech-aspen-greens-nirvana-country-gurgaon-19440-sq-ft-spid-C69454118,(201 sq.m.) Plot Area,"Lm 96, Nirvana Country, Gurgaon, Haryana"
173,5 Bedroom House for sale in Palam Vihar,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-40950-sq-ft-spid-L69619340,(360 sq.m.) Plot Area,"0012ka4, Palam Vihar, Gurgaon, Haryana"
174,7 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-4320-sq-ft-spid-P69677020,(418 sq.m.) Plot Area,"Sector 109 Gurgaon, Gurgaon, Haryana"
175,7 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-4500-sq-ft-spid-G69677146,(418 sq.m.) Plot Area,"57373, Sector 109 Gurgaon, Gurgaon, Haryana"
176,4 Bedroom House for sale in Sector 70A Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bptp-visionnaire-sector-70-a-gurgaon-5500-sq-ft-r9-spid-E58279748,(511 sq.m.) Built-up Area,"Sector 70A Gurgaon, Gurgaon, Haryana"
177,4 Bedroom House for sale in Sector 109 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-5400-sq-ft-spid-W69282118,(502 sq.m.) Plot Area,"Phase2, Sector 109 Gurgaon, Gurgaon, Haryana"
178,4 Bedroom House for sale in Nirvana Country,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-nirvana-birch-court-nirvana-country-gurgaon-3240-sq-ft-spid-L69306856,(301 sq.m.) Plot Area,0
179,5 Bedroom House for sale in Sector 63 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-anant-raj-manor-villas-sector-63-gurgaon-46800-sq-ft-r3-spid-B63658124,(251 sq.m.) Plot Area,0
180,4 Bedroom House for sale in Sector 81 Gurgaon,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bestech-park-view-ananda-sector-81-gurgaon-5500-sq-ft-spid-N69140730,(511 sq.m.) Plot Area,0
181,12 Bedroom House for sale in Sector 56 Gurgaon,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-sector-56-gurgaon-2700-sq-ft-spid-W70028452,(251 sq.m.) Plot Area,0
182,2 Bedroom House for sale in Laxman Vihar,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-huda-ashok-vihar-phase-1-laxman-vihar-gurgaon-450-sq-ft-r1-spid-T70135064,(42 sq.m.) Plot Area,0
